element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
3He,1,"=""""","=""""","=""7500.19190230""","=""0.00000006""","=""""","=""""",,"=""[195252.401837317]""","=""[196585.701055558]""","=""1s.6g""","=""3G""","=""4""","=""1s.8f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.20723456""","=""0.00000006""","=""""","=""""",,"=""[195252.401837317]""","=""[196585.698329969]""","=""1s.6g""","=""3G""","=""4""","=""1s.8f""","=""3F*""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.20911070""","=""0.00000006""","=""""","=""""",,"=""[195252.404896423]""","=""[196585.701055558]""","=""1s.6g""","=""3G""","=""3""","=""1s.8f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.21064406""","=""0.00000006""","=""""","=""""",,"=""[195252.401837317]""","=""[196585.697723870]""","=""1s.6g""","=""3G""","=""4""","=""1s.8f""","=""3F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.21463789""","=""0.00000006""","=""""","=""""",,"=""[195252.405878980]""","=""[196585.701055558]""","=""1s.6g""","=""1G""","=""4""","=""1s.8f""","=""1F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.21624498""","=""0.00000006""","=""""","=""""",,"=""[195252.403439079]""","=""[196585.698329969]""","=""1s.6g""","=""3G""","=""5""","=""1s.8f""","=""3F*""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.21839051""","=""0.00000006""","=""""","=""""",,"=""[195252.404896423]""","=""[196585.699405907]""","=""1s.6g""","=""3G""","=""3""","=""1s.8f""","=""3F*""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.22444302""","=""0.00000006""","=""""","=""""",,"=""[195252.404896423]""","=""[196585.698329969]""","=""1s.6g""","=""3G""","=""3""","=""1s.8f""","=""3F*""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.22785253""","=""0.00000006""","=""""","=""""",,"=""[195252.404896423]""","=""[196585.697723870]""","=""1s.6g""","=""3G""","=""3""","=""1s.8f""","=""3F*""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.22997024""","=""0.00000006""","=""""","=""""",,"=""[195252.405878980]""","=""[196585.698329969]""","=""1s.6g""","=""1G""","=""4""","=""1s.8f""","=""3F*""","=""4""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7500.23337976""","=""0.00000006""","=""""","=""""",,"=""[195252.405878980]""","=""[196585.697723870]""","=""1s.6g""","=""1G""","=""4""","=""1s.8f""","=""3F*""","=""3""",,"=""""","=""""",
He,1,"=""""","=""""","=""7502.15779575""","=""0.00000023""","=""""","=""3.614e+03""",AA,"=""[195262.424216836]""","=""[196595.37405237]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7502.20038780""","=""0.00000023""","=""""","=""1.0240e+04""",AAA,"=""[195262.431784358]""","=""[196595.37405237]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
H,1,"=""7502.44""","=""0.17""","=""7502.502""","=""0.012""","=""620""","=""1.5609e+05""",AAA,"=""106632.1681""","=""107965.0568""","=""6""","=""""","=""""","=""8""","=""""","=""""",,"=""T8637""","=""L7452""",
3He,1,"=""""","=""""","=""7502.49507091""","=""0.00000023""","=""""","=""""",,"=""[195252.102961313]""","=""[196584.99287400]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""1D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7502.53765834""","=""0.00000023""","=""""","=""""",,"=""[195252.110527334]""","=""[196584.99287400]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""1D""","=""2""",,"=""""","=""""",
Li,1,"=""""","=""""","=""7502.9""","=""1.0""","=""""","=""2.00e+03""",B',"=""39104.5""","=""40437.32""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T1115CA""","=""""",
Li,1,"=""""","=""""","=""7502.9""","=""1.0""","=""""","=""4.19e+04""",B',"=""39104.5""","=""40437.31""","=""1s2.5f""","=""2F*""","=""5/2""","=""1s2.6d""","=""2D""","=""3/2""",,"=""T1115CA""","=""""",
Li,1,"=""""","=""""","=""7502.9""","=""1.0""","=""""","=""3.99e+04""",B',"=""39104.5""","=""40437.32""","=""1s2.5f""","=""2F*""","=""7/2""","=""1s2.6d""","=""2D""","=""5/2""",,"=""T1115CA""","=""""",
He,1,"=""""","=""""","=""7503.9124562""","=""0.0000004""","=""""","=""9.1781e+03""",AAA,"=""[195262.424216836]""","=""[196595.06236505]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9133717""","=""0.0000004""","=""""","=""8.1017e+02""",AAA,"=""[195262.424216836]""","=""[196595.06220247]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9224072""","=""0.0000004""","=""""","=""1.2814e+04""",AAA,"=""[195262.425821479]""","=""[196595.06220247]""","=""1s.6f""","=""3F*""","=""4""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9228907""","=""0.0000004""","=""""","=""1.3953e+04""",AAA,"=""[195262.428373005]""","=""[196595.06466814]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9358591""","=""0.0000004""","=""""","=""1.5502e+03""",AAA,"=""[195262.428373005]""","=""[196595.06236505]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9367746""","=""0.0000004""","=""""","=""3.1640e+01""",AAA,"=""[195262.428373005]""","=""[196595.06220247]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9550682""","=""0.0000004""","=""""","=""3.225e+03""",AA,"=""[195262.431784358]""","=""[196595.06236505]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7503.9559837""","=""0.0000004""","=""""","=""2.972e+02""",AA,"=""[195262.431784358]""","=""[196595.06220247]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7504.2484193""","=""0.0000004""","=""""","=""""",,"=""[195252.102961313]""","=""[196584.68144769]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""3D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2493345""","=""0.0000004""","=""""","=""""",,"=""[195252.102961313]""","=""[196584.68128518]""","=""1s.6f""","=""3F*""","=""3""","=""1s.8d""","=""3D""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2583734""","=""0.0000004""","=""""","=""""",,"=""[195252.104566406]""","=""[196584.68128518]""","=""1s.6f""","=""3F*""","=""4""","=""1s.8d""","=""3D""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2588570""","=""0.0000004""","=""""","=""""",,"=""[195252.107117588]""","=""[196584.68375048]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""1""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2718249""","=""0.0000004""","=""""","=""""",,"=""[195252.107117588]""","=""[196584.68144769]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2727401""","=""0.0000004""","=""""","=""""",,"=""[195252.107117588]""","=""[196584.68128518]""","=""1s.6f""","=""3F*""","=""2""","=""1s.8d""","=""3D""","=""3""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2910266""","=""0.0000004""","=""""","=""""",,"=""[195252.110527334]""","=""[196584.68144769]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""3D""","=""2""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7504.2919418""","=""0.0000004""","=""""","=""""",,"=""[195252.110527334]""","=""[196584.68128518]""","=""1s.6f""","=""1F*""","=""3""","=""1s.8d""","=""3D""","=""3""",,"=""""","=""""",
He,1,"=""""","=""""","=""7504.993605""","=""0.000023""","=""""","=""1.1287e-01""",AAA,"=""[193942.462294]""","=""[195274.9084660]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
3He,1,"=""""","=""""","=""7505.405053""","=""0.000023""","=""""","=""""",,"=""[193932.232033]""","=""[195264.6051601]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",E2,"=""""","=""""",
Na,1,"=""""","=""""","=""7506.17""","=""0.11""","=""""","=""5.36e+05""",A,"=""35040.38""","=""36372.618""","=""2p6.5p""","=""2P*""","=""1/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""""",
Ni,1,"=""""","=""""","=""7506.58""","=""0.10""","=""""","=""6.2e-02""",C+,"=""0.000""","=""1332.164""","=""3d8.(3F).4s2""","=""3F""","=""4""","=""3d8.(3F).4s2""","=""3F""","=""3""",M1,"=""T848""","=""""",
H,1,"=""""","=""""","=""7508.107""","=""0.008""","=""(360)""","=""2.1174e+04""",AAA,"=""107440.4508""","=""108772.3445""","=""7""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""""",
N,1,"=""""","=""""","=""7511.26""","=""0.10""","=""""","=""5.92e+05""",D+,"=""109812.233""","=""111143.567""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).5p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
B,1,"=""""","=""""","=""7513.4""","=""0.9""","=""""","=""7.5e+02""",D,"=""63866.326""","=""65197.29""","=""2s2.6f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""7513.4""","=""0.9""","=""""","=""1.56e+04""",C,"=""63866.326""","=""65197.29""","=""2s2.6f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""7513.4""","=""0.9""","=""""","=""1.50e+04""",C,"=""63866.326""","=""65197.29""","=""2s2.6f""","=""2F*""","=""7/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""u27""","=""""",
Si,2,"=""""","=""""","=""7516.4""","=""1.0""","=""""","=""6.53e+05""",C+,"=""117914.80""","=""119245.22""","=""3s2.7s""","=""2S""","=""1/2""","=""3s2.7p""","=""2P*""","=""1/2""",,"=""T6527c4,LS""","=""""",
He,1,"=""""","=""""","=""7518.214717""","=""0.000017""","=""""","=""4.7278e+03""",AAA,"=""[195868.236975]""","=""[197198.3399816]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7518.252664""","=""0.000017""","=""""","=""4.7278e+03""",AAA,"=""[195868.236975]""","=""[197198.3332683]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7518.255750""","=""0.000017""","=""""","=""4.7278e+03""",AAA,"=""[195868.236975]""","=""[197198.3327222]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7518.584658""","=""0.000017""","=""""","=""""",,"=""[195857.8898339]""","=""[197187.9273948]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7518.622606""","=""0.000017""","=""""","=""""",,"=""[195857.8898339]""","=""[197187.9206818]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""""","=""""",
3He,1,"=""""","=""""","=""7518.625695""","=""0.000017""","=""""","=""""",,"=""[195857.8898339]""","=""[197187.9201354]""","=""1s.7s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""""","=""""",
Na,1,"=""""","=""""","=""7520.11""","=""0.11""","=""""","=""1.07e+06""",A,"=""35042.85""","=""36372.618""","=""2p6.5p""","=""2P*""","=""3/2""","=""2p6.6s""","=""2S""","=""1/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7520.96""","=""0.11""","=""""","=""4.43e+04""",A,"=""37057.65""","=""38387.268""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.6d""","=""2D""","=""3/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7521.03""","=""0.11""","=""""","=""2.11e+03""",A,"=""37057.65""","=""38387.255""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7521.03""","=""0.11""","=""""","=""4.22e+04""",A,"=""37057.65""","=""38387.255""","=""2p6.5f""","=""2F*""","=""7/2""","=""2p6.6d""","=""2D""","=""5/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7524.96""","=""0.16""","=""""","=""1.72e+04""",A,"=""38399.79""","=""39728.70""","=""2p6.6f""","=""2F*""","=""5/2""","=""2p6.8d""","=""2D""","=""3/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7524.96""","=""0.16""","=""""","=""1.64e+04""",A,"=""38399.79""","=""39728.70""","=""2p6.6f""","=""2F*""","=""7/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""""",
Na,1,"=""""","=""""","=""7524.96""","=""0.16""","=""""","=""8.21e+02""",B+,"=""38399.79""","=""39728.70""","=""2p6.6f""","=""2F*""","=""5/2""","=""2p6.8d""","=""2D""","=""5/2""",,"=""c30""","=""""",
B,1,"=""""","=""""","=""7525.8""","=""0.9""","=""""","=""2.08e+03""",C,"=""62516.5592""","=""63845.323""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""7525.8""","=""0.9""","=""""","=""4.39e+04""",C,"=""62516.5592""","=""63845.323""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""7525.8""","=""0.9""","=""""","=""4.2e+04""",C,"=""62516.5592""","=""63845.323""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.6d""","=""2D""","=""5/2""",,"=""u27""","=""""",
S,15,"=""""","=""""","=""7500*""","=""600""","=""""","=""1.02e+05""",A,"=""[25694310]""","=""[25695638]""","=""1s.9s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,"=""T5231c4,LS""","=""""",
Al,2,"=""""","=""""","=""7538.9""","=""1.0""","=""""","=""8.65e+03""",C,"=""145961.54""","=""147288.0""","=""3p.4s""","=""3P*""","=""2""","=""3s.10d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
Al,1,"=""""","=""""","=""7540.20""","=""0.10""","=""""","=""6.57e+03""",C+,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
Al,1,"=""""","=""""","=""7540.20""","=""0.10""","=""""","=""3.52e+02""",C,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""7/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
Al,1,"=""""","=""""","=""7540.20""","=""0.10""","=""""","=""7.04e+03""",C+,"=""45221.718""","=""46547.942""","=""3s2.6g""","=""2G""","=""9/2""","=""3s2.8f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
S,5,"=""""","=""""","=""7543+""","=""8""","=""""","=""4.44e+04""",D+,"=""474476.8""","=""475802.5""","=""3s.5g""","=""1G""","=""4""","=""3s.5f""","=""1F*""","=""3""",,"=""T6298c4""","=""""",
Al,2,"=""""","=""""","=""7544.0""","=""0.8""","=""""","=""3.11e+05""",B,"=""145961.54""","=""147287.10""","=""3p.4s""","=""3P*""","=""2""","=""3s.10d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
Al,2,"=""""","=""""","=""7546.5""","=""1.0""","=""""","=""7.77e+04""",C+,"=""145961.54""","=""147286.65""","=""3p.4s""","=""3P*""","=""2""","=""3s.10d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""6.13e+00""",E,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""3""","=""3s.8f""","=""3F*""","=""4""",,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""8.29e+03""",C,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""3""","=""3s.8f""","=""3F*""","=""2""",,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""5.18e+02""",D,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""3""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""7.88e+03""",C,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""5""","=""3s.8f""","=""3F*""","=""4""",,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""8.25e+03""",C,"=""58610.795""","=""59935.370""","=""3s.6g""","=""1G""","=""4""","=""3s.8f""","=""1F*""","=""3""",,"=""T6298c72""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""4.03e+02""",D,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""4""","=""3s.8f""","=""3F*""","=""4""",,"=""T6298c72,LS""","=""""",
Mg,1,"=""""","=""""","=""7549.6""","=""1.0""","=""""","=""7.76e+03""",C,"=""58610.795""","=""59935.370""","=""3s.6g""","=""3G""","=""4""","=""3s.8f""","=""3F*""","=""3""",,"=""T6298c72,LS""","=""""",
Si,2,"=""""","=""""","=""7551.2""","=""1.0""","=""""","=""1.26e+06""",B,"=""121814.38""","=""123138.67""","=""3s2.8s""","=""2S""","=""1/2""","=""3s2.8p""","=""2P*""","=""3/2""",,"=""T6527c4,LS""","=""""",
Al,2,"=""""","=""""","=""7555""","=""6""","=""""","=""1.79e+05""",A,"=""123470.5""","=""124794.13""","=""3s.4f""","=""1F*""","=""3""","=""3s.4d""","=""1D""","=""2""",,"=""T6533""","=""""",
N,1,"=""""","=""""","=""7558.06""","=""0.10""","=""""","=""6.56e+05""",D+,"=""111501.368""","=""112824.459""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
Be,3,"=""""","=""""","=""7570""","=""120""","=""""","=""1.140e+01""",AA,"=""1178174.""","=""1179495.""","=""1s.4p""","=""3P*""","=""2""","=""1s.4d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""7570""","=""120""","=""""","=""2.843e+01""",AA,"=""1178174.""","=""1179495.""","=""1s.4p""","=""3P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""7573.086420""","=""0.000013""","=""""","=""1.2094e+05""",AAA,"=""[195274.9084660]""","=""[196595.37405237]""","=""1s.6p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7573.533058""","=""0.000013""","=""""","=""""",,"=""[195264.6051601]""","=""[196584.99287400]""","=""1s.6p""","=""1P*""","=""1""","=""1s.8d""","=""1D""","=""2""",,"=""""","=""""",
He,1,"=""""","=""""","=""7574.874420""","=""0.000013""","=""""","=""9.426e+00""",AA,"=""[195274.9084660]""","=""[196595.06236505]""","=""1s.6p""","=""1P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7575.319771""","=""0.000013""","=""""","=""""",,"=""[195264.6051601]""","=""[196584.68144769]""","=""1s.6p""","=""1P*""","=""1""","=""1s.8d""","=""3D""","=""2""",,"=""""","=""""",
Al,2,"=""""","=""""","=""7578.4""","=""1.0""","=""""","=""1.62e+02""",D,"=""144642.0""","=""145961.54""","=""3s.8d""","=""3D""","=""1""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
Al,2,"=""""","=""""","=""7579.4""","=""1.0""","=""""","=""2.43e+03""",C+,"=""144642.18""","=""145961.54""","=""3s.8d""","=""3D""","=""2""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
Al,2,"=""""","=""""","=""7581.0""","=""0.8""","=""""","=""1.36e+04""",C+,"=""144642.45""","=""145961.54""","=""3s.8d""","=""3D""","=""3""","=""3p.4s""","=""3P*""","=""2""",,"=""T6298c4,LS""","=""""",
Al,1,"=""""","=""""","=""7581.89""","=""0.10""","=""""","=""1.44e+04""",B+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.6f""","=""2F*""","=""5/2""",,"=""u36,LS""","=""""",
Al,1,"=""""","=""""","=""7581.89""","=""0.10""","=""""","=""7.72e+02""",C+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""7/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
Al,1,"=""""","=""""","=""7581.89""","=""0.10""","=""""","=""1.54e+04""",B+,"=""43875.749""","=""45194.681""","=""3s2.5g""","=""2G""","=""9/2""","=""3s2.6f""","=""2F*""","=""7/2""",,"=""u36,LS""","=""""",
He,1,"=""""","=""""","=""7585.479551""","=""0.000017""","=""""","=""4.6603e+05""",AAA,"=""[193942.462294]""","=""[195260.77050808]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7586.005013""","=""0.000017""","=""""","=""""",,"=""[193932.232033]""","=""[195250.44893141]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,"=""""","=""""",
He,1,"=""""","=""""","=""7589.502380""","=""0.000017""","=""""","=""4.082e+01""",AA,"=""[193942.462294]""","=""[195260.07173649]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
3He,1,"=""""","=""""","=""7590.025029""","=""0.000017""","=""""","=""""",,"=""[193932.232033]""","=""[195249.75074496]""","=""1s.5p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""""","=""""",
Na,2,"=""""","=""""","=""7592.1""","=""1.0""","=""""","=""1.01e-02""",B,"=""299189.96""","=""300507.11""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3p""","=""3P""","=""1""",M1,"=""T7663""","=""""",
Si,4,"=""""","=""""","=""7602.5""","=""1.0""","=""""","=""1.84e+04""",A,"=""313914.92""","=""315230.27""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""5/2""",,"=""c33""","=""""",
Si,4,"=""""","=""""","=""7602.5""","=""1.0""","=""""","=""2.58e+05""",A,"=""313914.92""","=""315230.27""","=""2p6.6d""","=""2D""","=""3/2""","=""2p6.6f""","=""2F*""","=""5/2""",,"=""c33""","=""""",
Si,4,"=""""","=""""","=""7602.5""","=""1.0""","=""""","=""2.77e+05""",A,"=""313914.92""","=""315230.27""","=""2p6.6d""","=""2D""","=""5/2""","=""2p6.6f""","=""2F*""","=""7/2""",,"=""c33""","=""""",
